Mod:Item:MetaData, Localized Name
gregtech:gt.blockmachines:680, gt.blockmachines.basicmachine.miner.tier.02.name
gregtech:gt.blockmachines:681, gt.blockmachines.basicmachine.organicreplicator.tier.01.name
gregtech:gt.blockmachines:682, gt.blockmachines.basicmachine.organicreplicator.tier.02.name
gregtech:gt.blockmachines:683, gt.blockmachines.basicmachine.organicreplicator.tier.03.name
gregtech:gt.blockmachines:684, gt.blockmachines.basicmachine.organicreplicator.tier.04.name
gregtech:gt.blockmachines:685, gt.blockmachines.basicmachine.organicreplicator.tier.05.name
gregtech:gt.blockmachines:686, gt.blockmachines.basicmachine.organicreplicator.tier.06.name
gregtech:gt.blockmachines:687, gt.blockmachines.basicmachine.organicreplicator.tier.07.name
gregtech:gt.blockmachines:688, gt.blockmachines.basicmachine.organicreplicator.tier.08.name
gregtech:gt.blockmachines:690, gt.blockmachines.batterycharger.16.tier.00.name
gregtech:gt.blockmachines:691, gt.blockmachines.batterycharger.16.tier.01.name
gregtech:gt.blockmachines:692, gt.blockmachines.batterycharger.16.tier.02.name
gregtech:gt.blockmachines:693, gt.blockmachines.batterycharger.16.tier.03.name
gregtech:gt.blockmachines:694, gt.blockmachines.batterycharger.16.tier.04.name
gregtech:gt.blockmachines:695, gt.blockmachines.batterycharger.16.tier.05.name
gregtech:gt.blockmachines:696, gt.blockmachines.batterycharger.16.tier.06.name
gregtech:gt.blockmachines:697, gt.blockmachines.batterycharger.16.tier.07.name
gregtech:gt.blockmachines:698, gt.blockmachines.batterycharger.16.tier.08.name
gregtech:gt.blockmachines:699, gt.blockmachines.batterycharger.16.tier.09.name
gregtech:gt.blockmachines:1000, gt.blockmachines.multimachine.blastfurnace.name
gregtech:gt.blockmachines:1001, gt.blockmachines.multimachine.implosioncompressor.name
gregtech:gt.blockmachines:1002, gt.blockmachines.multimachine.vacuumfreezer.name
gregtech:gt.blockmachines:1003, gt.blockmachines.multimachine.multifurnace.name
gregtech:gt.blockmachines:1020, gt.blockmachines.multimachine.boiler.bronze.name
gregtech:gt.blockmachines:1021, gt.blockmachines.multimachine.boiler.steel.name
gregtech:gt.blockmachines:1022, gt.blockmachines.multimachine.boiler.titanium.name
gregtech:gt.blockmachines:1023, gt.blockmachines.multimachine.boiler.tungstensteel.name
gregtech:gt.blockmachines:1110, gt.blockmachines.basicgenerator.diesel.tier.01.name
gregtech:gt.blockmachines:1111, gt.blockmachines.basicgenerator.diesel.tier.02.name
gregtech:gt.blockmachines:1112, gt.blockmachines.basicgenerator.diesel.tier.03.name
gregtech:gt.blockmachines:1115, gt.blockmachines.basicgenerator.gasturbine.tier.01.name
gregtech:gt.blockmachines:1116, gt.blockmachines.basicgenerator.gasturbine.tier.02.name
gregtech:gt.blockmachines:1117, gt.blockmachines.basicgenerator.gasturbine.tier.03.name
gregtech:gt.blockmachines:1120, gt.blockmachines.basicgenerator.steamturbine.tier.01.name
gregtech:gt.blockmachines:1121, gt.blockmachines.basicgenerator.steamturbine.tier.02.name
gregtech:gt.blockmachines:1122, gt.blockmachines.basicgenerator.steamturbine.tier.03.name
gregtech:gt.blockmachines:1123, gt.blockmachines.basicgenerator.magicenergyconverter.tier.01.name
gregtech:gt.blockmachines:1124, gt.blockmachines.basicgenerator.magicenergyconverter.tier.02.name
gregtech:gt.blockmachines:1125, gt.blockmachines.basicgenerator.magicenergyconverter.tier.03.name
gregtech:gt.blockmachines:1126, gt.blockmachines.multimachine.distillationtower.name
gregtech:gt.blockmachines:1127, gt.blockmachines.basicgenerator.magicenergyabsorber.tier.01.name
gregtech:gt.blockmachines:1128, gt.blockmachines.basicgenerator.magicenergyabsorber.tier.02.name
gregtech:gt.blockmachines:1129, gt.blockmachines.basicgenerator.magicenergyabsorber.tier.03.name
gregtech:gt.blockmachines:1130, gt.blockmachines.basicgenerator.magicenergyabsorber.tier.04.name
gregtech:gt.blockmachines:1131, gt.blockmachines.multimachine.largeturbine.name
gregtech:gt.blockmachines:1135, gt.blockmachines.basicmachine.mobrep.tier.06.name
gregtech:gt.blockmachines:1136, gt.blockmachines.basicmachine.mobrep.tier.07.name
gregtech:gt.blockmachines:1137, gt.blockmachines.basicmachine.mobrep.tier.08.name
gregtech:gt.blockmachines:1140, gt.blockmachines.basicmachine.pump.tier.01.name
gregtech:gt.blockmachines:1141, gt.blockmachines.basicmachine.pump.tier.02.name
gregtech:gt.blockmachines:1142, gt.blockmachines.basicmachine.pump.tier.03.name
gregtech:gt.blockmachines:1143, gt.blockmachines.basicmachine.pump.tier.04.name
gregtech:gt.blockmachines:1144, gt.blockmachines.basicmachine.pump.tier.05.name
gregtech:gt.blockmachines:1145, gt.blockmachines.basicmachine.teleporter.name
gregtech:gt.blockmachines:1146, gt.blockmachines.basicmachine.mobrep.tier.01.name
gregtech:gt.blockmachines:1147, gt.blockmachines.basicmachine.mobrep.tier.02.name
gregtech:gt.blockmachines:1148, gt.blockmachines.basicmachine.mobrep.tier.03.name
gregtech:gt.blockmachines:1149, gt.blockmachines.basicmachine.mobrep.tier.04.name
gregtech:gt.blockmachines:1150, gt.blockmachines.basicmachine.mobrep.tier.05.name
gregtech:gt.blockmachines:1151, gt.blockmachines.multimachine.largegasturbine.name
gregtech:gt.blockmachines:1152, gt.blockmachines.multimachine.largehpturbine.name
gregtech:gt.blockmachines:1153, gt.blockmachines.multimachine.largeplasmaturbine.name
gregtech:gt.blockmachines:1154, gt.blockmachines.multimachine.heatexchanger.name
gregtech:gt.blockmachines:1155, gt.blockmachines.multimachine.charcoalpile.name
gregtech:gt.blockmachines:1156, gt.blockmachines.basicmachine.seismicprospector.name
gregtech:gt.blockmachines:1157, gt.blockmachines.multimachine.oildrill1.name
gregtech:gt.blockmachines:1158, gt.blockmachines.multimachine.oredrill1.name
gregtech:gt.blockmachines:1159, gt.blockmachines.multimachine.pyro.name
gregtech:gt.blockmachines:1160, gt.blockmachines.multimachine.cracker.name
gregtech:gt.blockmachines:1161, gt.blockmachines.basicmachine.microtransmitter.03.name
gregtech:gt.blockmachines:1162, gt.blockmachines.basicmachine.microtransmitter.04.name
gregtech:gt.blockmachines:1163, gt.blockmachines.basicmachine.microtransmitter.05.name
gregtech:gt.blockmachines:1164, gt.blockmachines.basicmachine.microtransmitter.06.name
gregtech:gt.blockmachines:1165, gt.blockmachines.basicmachine.microtransmitter.07.name
gregtech:gt.blockmachines:1166, gt.blockmachines.basicmachine.curingoven.name
gregtech:gt.blockmachines:1169, gt.blockmachines.multimachine.chemicalreactor.name
gregtech:gt.blockmachines:1170, gt.blockmachines.multimachine.assemblyline.name
gregtech:gt.blockmachines:1171, gt.blockmachines.multimachine.dieselengine.name
gregtech:gt.blockmachines:1172, gt.blockmachines.multimachine.cleanroom.name
gregtech:gt.blockmachines:1173, gt.blockmachines.basicmachine.seismicprospector.3.name
gregtech:gt.blockmachines:1174, gt.blockmachines.basicgenerator.lightningrod.03.name
gregtech:gt.blockmachines:1175, gt.blockmachines.basicgenerator.lightningrod.04.name
gregtech:gt.blockmachines:1176, gt.blockmachines.basicgenerator.lightningrod.05.name
gregtech:gt.blockmachines:1177, gt.blockmachines.multimachine.oredrill2.name
gregtech:gt.blockmachines:1178, gt.blockmachines.multimachine.oredrill3.name
gregtech:gt.blockmachines:1179, gt.blockmachines.multimachine.oredrill4.name
gregtech:gt.blockmachines:1180, gt.blockmachines.basicmachine.circuitassembler.tier.01.name
gregtech:gt.blockmachines:1181, gt.blockmachines.basicmachine.circuitassembler.tier.02.name
gregtech:gt.blockmachines:1182, gt.blockmachines.basicmachine.circuitassembler.tier.03.name
gregtech:gt.blockmachines:1183, gt.blockmachines.basicmachine.circuitassembler.tier.04.name
gregtech:gt.blockmachines:1184, gt.blockmachines.basicmachine.circuitassembler.tier.05.name
gregtech:gt.blockmachines:1185, gt.blockmachines.basicmachine.circuitassembler.tier.06.name
gregtech:gt.blockmachines:1186, gt.blockmachines.basicmachine.circuitassembler.tier.07.name
gregtech:gt.blockmachines:1187, gt.blockmachines.basicmachine.circuitassembler.tier.08.name
gregtech:gt.blockmachines:1188, gt.blockmachines.multimachine.advancedprocessingarray.name
gregtech:gt.blockmachines:1190, gt.blockmachines.basicgenerator.naquadah.tier.04.name
gregtech:gt.blockmachines:1191, gt.blockmachines.basicgenerator.naquadah.tier.05.name
gregtech:gt.blockmachines:1192, gt.blockmachines.basicgenerator.naquadah.tier.06.name
gregtech:gt.blockmachines:1193, gt.blockmachines.fusioncomputer.tier.06.name
gregtech:gt.blockmachines:1194, gt.blockmachines.fusioncomputer.tier.07.name
gregtech:gt.blockmachines:1195, gt.blockmachines.fusioncomputer.tier.08.name
gregtech:gt.blockmachines:1196, gt.blockmachines.basicgenerator.plasmagenerator.tier.05.name
gregtech:gt.blockmachines:1197, gt.blockmachines.basicgenerator.plasmagenerator.tier.06.name
gregtech:gt.blockmachines:1198, gt.blockmachines.basicgenerator.plasmagenerator.tier.07.name
gregtech:gt.blockmachines:1199, gt.blockmachines.multimachine.processingarray.name
gregtech:gt.blockmachines:1200, gt.blockmachines.wire.cobalt.01.name
gregtech:gt.blockmachines:1201, gt.blockmachines.wire.cobalt.02.name
gregtech:gt.blockmachines:1202, gt.blockmachines.wire.cobalt.04.name
gregtech:gt.blockmachines:1203, gt.blockmachines.wire.cobalt.08.name
gregtech:gt.blockmachines:1204, gt.blockmachines.wire.cobalt.12.name
gregtech:gt.blockmachines:1205, gt.blockmachines.wire.cobalt.16.name
gregtech:gt.blockmachines:1206, gt.blockmachines.cable.cobalt.01.name
gregtech:gt.blockmachines:1207, gt.blockmachines.cable.cobalt.02.name
gregtech:gt.blockmachines:1208, gt.blockmachines.cable.cobalt.04.name
gregtech:gt.blockmachines:1209, gt.blockmachines.cable.cobalt.08.name
gregtech:gt.blockmachines:1210, gt.blockmachines.cable.cobalt.12.name
gregtech:gt.blockmachines:1220, gt.blockmachines.wire.lead.01.name
gregtech:gt.blockmachines:1221, gt.blockmachines.wire.lead.02.name
gregtech:gt.blockmachines:1222, gt.blockmachines.wire.lead.04.name
gregtech:gt.blockmachines:1223, gt.blockmachines.wire.lead.08.name
gregtech:gt.blockmachines:1224, gt.blockmachines.wire.lead.12.name
gregtech:gt.blockmachines:1225, gt.blockmachines.wire.lead.16.name
gregtech:gt.blockmachines:1226, gt.blockmachines.cable.lead.01.name
gregtech:gt.blockmachines:1227, gt.blockmachines.cable.lead.02.name
gregtech:gt.blockmachines:1228, gt.blockmachines.cable.lead.04.name
gregtech:gt.blockmachines:1229, gt.blockmachines.cable.lead.08.name
gregtech:gt.blockmachines:1230, gt.blockmachines.cable.lead.12.name
gregtech:gt.blockmachines:1240, gt.blockmachines.wire.tin.01.name
gregtech:gt.blockmachines:1241, gt.blockmachines.wire.tin.02.name
gregtech:gt.blockmachines:1242, gt.blockmachines.wire.tin.04.name
gregtech:gt.blockmachines:1243, gt.blockmachines.wire.tin.08.name
gregtech:gt.blockmachines:1244, gt.blockmachines.wire.tin.12.name
gregtech:gt.blockmachines:1245, gt.blockmachines.wire.tin.16.name
gregtech:gt.blockmachines:1246, gt.blockmachines.cable.tin.01.name
gregtech:gt.blockmachines:1247, gt.blockmachines.cable.tin.02.name
gregtech:gt.blockmachines:1248, gt.blockmachines.cable.tin.04.name
gregtech:gt.blockmachines:1249, gt.blockmachines.cable.tin.08.name
gregtech:gt.blockmachines:1250, gt.blockmachines.cable.tin.12.name
gregtech:gt.blockmachines:1260, gt.blockmachines.wire.zinc.01.name
gregtech:gt.blockmachines:1261, gt.blockmachines.wire.zinc.02.name
gregtech:gt.blockmachines:1262, gt.blockmachines.wire.zinc.04.name
gregtech:gt.blockmachines:1263, gt.blockmachines.wire.zinc.08.name
gregtech:gt.blockmachines:1264, gt.blockmachines.wire.zinc.12.name
gregtech:gt.blockmachines:1265, gt.blockmachines.wire.zinc.16.name
gregtech:gt.blockmachines:1266, gt.blockmachines.cable.zinc.01.name
gregtech:gt.blockmachines:1267, gt.blockmachines.cable.zinc.02.name
gregtech:gt.blockmachines:1268, gt.blockmachines.cable.zinc.04.name
gregtech:gt.blockmachines:1269, gt.blockmachines.cable.zinc.08.name
gregtech:gt.blockmachines:1270, gt.blockmachines.cable.zinc.12.name
gregtech:gt.blockmachines:1280, gt.blockmachines.wire.solderingalloy.01.name
gregtech:gt.blockmachines:1281, gt.blockmachines.wire.solderingalloy.02.name
gregtech:gt.blockmachines:1282, gt.blockmachines.wire.solderingalloy.04.name
gregtech:gt.blockmachines:1283, gt.blockmachines.wire.solderingalloy.08.name
gregtech:gt.blockmachines:1284, gt.blockmachines.wire.solderingalloy.12.name
gregtech:gt.blockmachines:1285, gt.blockmachines.wire.solderingalloy.16.name
gregtech:gt.blockmachines:1286, gt.blockmachines.cable.solderingalloy.01.name
gregtech:gt.blockmachines:1287, gt.blockmachines.cable.solderingalloy.02.name
gregtech:gt.blockmachines:1288, gt.blockmachines.cable.solderingalloy.04.name
gregtech:gt.blockmachines:1289, gt.blockmachines.cable.solderingalloy.08.name
gregtech:gt.blockmachines:1290, gt.blockmachines.cable.solderingalloy.12.name
gregtech:gt.blockmachines:1300, gt.blockmachines.wire.iron.01.name
gregtech:gt.blockmachines:1301, gt.blockmachines.wire.iron.02.name
gregtech:gt.blockmachines:1302, gt.blockmachines.wire.iron.04.name
gregtech:gt.blockmachines:1303, gt.blockmachines.wire.iron.08.name
gregtech:gt.blockmachines:1304, gt.blockmachines.wire.iron.12.name
gregtech:gt.blockmachines:1305, gt.blockmachines.wire.iron.16.name
gregtech:gt.blockmachines:1306, gt.blockmachines.cable.iron.01.name
gregtech:gt.blockmachines:1307, gt.blockmachines.cable.iron.02.name
gregtech:gt.blockmachines:1308, gt.blockmachines.cable.iron.04.name
gregtech:gt.blockmachines:1309, gt.blockmachines.cable.iron.08.name
gregtech:gt.blockmachines:1310, gt.blockmachines.cable.iron.12.name
gregtech:gt.blockmachines:1320, gt.blockmachines.wire.nickel.01.name
gregtech:gt.blockmachines:1321, gt.blockmachines.wire.nickel.02.name
gregtech:gt.blockmachines:1322, gt.blockmachines.wire.nickel.04.name
gregtech:gt.blockmachines:1323, gt.blockmachines.wire.nickel.08.name
gregtech:gt.blockmachines:1324, gt.blockmachines.wire.nickel.12.name
gregtech:gt.blockmachines:1325, gt.blockmachines.wire.nickel.16.name
gregtech:gt.blockmachines:1326, gt.blockmachines.cable.nickel.01.name
gregtech:gt.blockmachines:1327, gt.blockmachines.cable.nickel.02.name
gregtech:gt.blockmachines:1328, gt.blockmachines.cable.nickel.04.name
gregtech:gt.blockmachines:1329, gt.blockmachines.cable.nickel.08.name
gregtech:gt.blockmachines:1330, gt.blockmachines.cable.nickel.12.name
gregtech:gt.blockmachines:1340, gt.blockmachines.wire.cupronickel.01.name
gregtech:gt.blockmachines:1341, gt.blockmachines.wire.cupronickel.02.name
gregtech:gt.blockmachines:1342, gt.blockmachines.wire.cupronickel.04.name
gregtech:gt.blockmachines:1343, gt.blockmachines.wire.cupronickel.08.name
gregtech:gt.blockmachines:1344, gt.blockmachines.wire.cupronickel.12.name
gregtech:gt.blockmachines:1345, gt.blockmachines.wire.cupronickel.16.name
gregtech:gt.blockmachines:1346, gt.blockmachines.cable.cupronickel.01.name
gregtech:gt.blockmachines:1347, gt.blockmachines.cable.cupronickel.02.name
gregtech:gt.blockmachines:1348, gt.blockmachines.cable.cupronickel.04.name
gregtech:gt.blockmachines:1349, gt.blockmachines.cable.cupronickel.08.name
gregtech:gt.blockmachines:1350, gt.blockmachines.cable.cupronickel.12.name
gregtech:gt.blockmachines:1360, gt.blockmachines.wire.copper.01.name
gregtech:gt.blockmachines:1361, gt.blockmachines.wire.copper.02.name
gregtech:gt.blockmachines:1362, gt.blockmachines.wire.copper.04.name
gregtech:gt.blockmachines:1363, gt.blockmachines.wire.copper.08.name
gregtech:gt.blockmachines:1364, gt.blockmachines.wire.copper.12.name
gregtech:gt.blockmachines:1365, gt.blockmachines.wire.copper.16.name
gregtech:gt.blockmachines:1366, gt.blockmachines.cable.copper.01.name
gregtech:gt.blockmachines:1367, gt.blockmachines.cable.copper.02.name
gregtech:gt.blockmachines:1368, gt.blockmachines.cable.copper.04.name
gregtech:gt.blockmachines:1369, gt.blockmachines.cable.copper.08.name
gregtech:gt.blockmachines:1370, gt.blockmachines.cable.copper.12.name
gregtech:gt.blockmachines:1380, gt.blockmachines.wire.annealedcopper.01.name
gregtech:gt.blockmachines:1381, gt.blockmachines.wire.annealedcopper.02.name
gregtech:gt.blockmachines:1382, gt.blockmachines.wire.annealedcopper.04.name
gregtech:gt.blockmachines:1383, gt.blockmachines.wire.annealedcopper.08.name
gregtech:gt.blockmachines:1384, gt.blockmachines.wire.annealedcopper.12.name
gregtech:gt.blockmachines:1385, gt.blockmachines.wire.annealedcopper.16.name
gregtech:gt.blockmachines:1386, gt.blockmachines.cable.annealedcopper.01.name
gregtech:gt.blockmachines:1387, gt.blockmachines.cable.annealedcopper.02.name
gregtech:gt.blockmachines:1388, gt.blockmachines.cable.annealedcopper.04.name
gregtech:gt.blockmachines:1389, gt.blockmachines.cable.annealedcopper.08.name
gregtech:gt.blockmachines:1390, gt.blockmachines.cable.annealedcopper.12.name
gregtech:gt.blockmachines:1400, gt.blockmachines.wire.kanthal.01.name
gregtech:gt.blockmachines:1401, gt.blockmachines.wire.kanthal.02.name
gregtech:gt.blockmachines:1402, gt.blockmachines.wire.kanthal.04.name
gregtech:gt.blockmachines:1403, gt.blockmachines.wire.kanthal.08.name
gregtech:gt.blockmachines:1404, gt.blockmachines.wire.kanthal.12.name
gregtech:gt.blockmachines:1405, gt.blockmachines.wire.kanthal.16.name
gregtech:gt.blockmachines:1406, gt.blockmachines.cable.kanthal.01.name
gregtech:gt.blockmachines:1407, gt.blockmachines.cable.kanthal.02.name
gregtech:gt.blockmachines:1408, gt.blockmachines.cable.kanthal.04.name
gregtech:gt.blockmachines:1409, gt.blockmachines.cable.kanthal.08.name
gregtech:gt.blockmachines:1410, gt.blockmachines.cable.kanthal.12.name
gregtech:gt.blockmachines:1420, gt.blockmachines.wire.gold.01.name
gregtech:gt.blockmachines:1421, gt.blockmachines.wire.gold.02.name
gregtech:gt.blockmachines:1422, gt.blockmachines.wire.gold.04.name
gregtech:gt.blockmachines:1423, gt.blockmachines.wire.gold.08.name
gregtech:gt.blockmachines:1424, gt.blockmachines.wire.gold.12.name
